YearStart,YearEnd,LocationAbbr,LocationDesc,Question,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2015,2019,TX,Texas,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.3,16.9,17.6,Sex,Male
2015,2019,TX,Texas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",124.3,123.5,125.1,Sex,Female
2016,2020,AZ,Arizona,"Cervical cancer mortality among all females, underlying cause",2.0,1.8,2.2,Sex,Female
2015,2019,MS,Mississippi,"Breast cancer mortality among all females, underlying cause",22.8,21.9,23.9,Sex,Female
2015,2019,SD,South Dakota,"Lung and bronchial cancer mortality among all people, underlying cause",44.5,41.9,47.3,Sex,Male
2015,2019,SC,South Carolina,"Invasive cancer (all sites combined), incidence",408.6,405.4,411.8,Sex,Female
2015,2019,NY,New York,"Invasive cancer (all sites combined), incidence",532.0,530.0,534.0,Sex,Male
2015,2019,RI,Rhode Island,"Invasive cancer (all sites combined) mortality among all people, underlying cause",188.8,183.7,193.9,Sex,Male
2015,2019,NY,New York,"Invasive cancer (all sites combined) mortality among all people, underlying cause",124.9,124.0,125.7,Sex,Female
2015,2019,MN,Minnesota,"Invasive cancer (all sites combined) mortality among all people, underlying cause",174.0,171.8,176.2,Sex,Male
2015,2019,MS,Mississippi,"Cervical cancer mortality among all females, underlying cause",3.4,3.0,3.8,Sex,Female
2015,2019,IA,Iowa,"Invasive cancer (all sites combined), incidence",459.6,455.3,464.1,Sex,Female
2015,2019,HI,Hawaii,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.9,9.0,10.8,Sex,Female
2015,2019,MS,Mississippi,"Invasive cancer (all sites combined), incidence",421.5,417.2,425.8,Sex,Female
2016,2020,CA,California,"Prostate cancer mortality among all males, underlying cause",19.8,19.5,20.1,Sex,Male
2015,2019,CO,Colorado,"Prostate cancer mortality among all males, underlying cause",21.2,20.4,22.1,Sex,Male
2016,2020,AL,Alabama,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",18.1,17.3,18.8,Sex,Male
2016,2020,MD,Maryland,"Invasive cancer (all sites combined), incidence",422.9,419.9,425.9,Sex,Female
2016,2020,CA,California,"Lung and bronchial cancer mortality among all people, underlying cause",21.6,21.3,21.8,Sex,Female
2015,2019,DE,Delaware,"Invasive cancer (all sites combined) mortality among all people, underlying cause",192.7,187.5,198.0,Sex,Male
2015,2019,KS,Kansas,"Prostate cancer mortality among all males, underlying cause",18.4,17.4,19.4,Sex,Male
2016,2020,NJ,New Jersey,"Prostate cancer mortality among all males, underlying cause",16.7,16.2,17.2,Sex,Male
2016,2020,CT,Connecticut,"Lung and bronchial cancer mortality among all people, underlying cause",34.9,33.7,36.0,Sex,Male
2015,2019,IA,Iowa,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.2,15.4,17.1,Sex,Male
2016,2020,MN,Minnesota,"Invasive cancer (all sites combined) mortality among all people, underlying cause",125.0,123.4,126.7,Sex,Female
2015,2019,FL,Florida,"Cervical cancer mortality among all females, underlying cause",2.6,2.4,2.7,Sex,Female
2015,2019,IL,Illinois,"Lung and bronchial cancer mortality among all people, underlying cause",47.2,46.5,48.0,Sex,Male
2015,2019,WY,Wyoming,"Invasive cancer (all sites combined) mortality among all people, underlying cause",121.5,116.3,126.8,Sex,Female
2016,2020,NJ,New Jersey,"Lung and bronchial cancer mortality among all people, underlying cause",26.8,26.2,27.4,Sex,Female
2015,2019,AK,Alaska,"Lung and bronchial cancer mortality among all people, underlying cause",30.7,27.9,33.6,Sex,Female
2016,2020,IL,Illinois,"Lung and bronchial cancer mortality among all people, underlying cause",44.7,44.0,45.4,Sex,Male
2015,2019,NH,New Hampshire,"Prostate cancer mortality among all males, underlying cause",19.4,17.9,20.9,Sex,Male
2015,2019,NM,New Mexico,"Invasive cancer (all sites combined), incidence",388.5,383.4,393.6,Sex,Male
2015,2019,FL,Florida,"Invasive cancer (all sites combined) mortality among all people, underlying cause",123.4,122.6,124.2,Sex,Female
2015,2019,ID,Idaho,"Prostate cancer mortality among all males, underlying cause",22.0,20.6,23.5,Sex,Male
2016,2020,CO,Colorado,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.8,9.3,10.3,Sex,Female
2015,2019,DC,District of Columbia,"Invasive cancer (all sites combined), incidence",447.1,436.3,458.2,Sex,Male
2016,2020,KS,Kansas,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.8,15.9,17.8,Sex,Male
2015,2019,CA,California,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,14.1,14.6,Sex,Male
2015,2019,MN,Minnesota,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.1,9.7,10.6,Sex,Female
2015,2019,AZ,Arizona,"Lung and bronchial cancer mortality among all people, underlying cause",34.2,33.4,35.0,Sex,Male
2016,2020,KS,Kansas,"Prostate cancer mortality among all males, underlying cause",18.1,17.2,19.1,Sex,Male
2015,2019,AL,Alabama,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",18.6,17.8,19.3,Sex,Male
2015,2019,OR,Oregon,"Invasive cancer (all sites combined), incidence",422.3,418.7,425.9,Sex,Female
2015,2019,AL,Alabama,"Invasive cancer (all sites combined) mortality among all people, underlying cause",212.0,209.4,214.5,Sex,Male
2016,2020,MD,Maryland,"Lung and bronchial cancer mortality among all people, underlying cause",39.1,38.1,40.1,Sex,Male
2015,2019,NV,Nevada,"Prostate cancer mortality among all males, underlying cause",19.0,18.0,20.1,Sex,Male
2015,2019,CA,California,"Invasive cancer (all sites combined), incidence",416.5,415.2,417.8,Sex,Male
2015,2019,NY,New York,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.5,10.2,10.7,Sex,Female
2015,2019,IN,Indiana,"Breast cancer mortality among all females, underlying cause",20.4,19.8,21.1,Sex,Female
2015,2019,TN,Tennessee,"Invasive cancer (all sites combined) mortality among all people, underlying cause",145.3,143.7,147.0,Sex,Female
2015,2019,HI,Hawaii,"Invasive cancer (all sites combined) mortality among all people, underlying cause",152.4,148.6,156.2,Sex,Male
2015,2019,OH,Ohio,"Breast cancer mortality among all females, underlying cause",21.6,21.2,22.1,Sex,Female
2015,2019,RI,Rhode Island,"Breast cancer mortality among all females, underlying cause",17.5,16.2,19.0,Sex,Female
2016,2020,CA,California,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.2,14.0,14.4,Sex,Male
2015,2019,ME,Maine,"Lung and bronchial cancer mortality among all people, underlying cause",39.8,38.1,41.6,Sex,Female
2015,2019,AL,Alabama,"Lung and bronchial cancer mortality among all people, underlying cause",33.9,33.0,34.8,Sex,Female
2015,2019,IN,Indiana,"Lung and bronchial cancer mortality among all people, underlying cause",57.3,56.1,58.4,Sex,Male
2015,2019,MO,Missouri,"Lung and bronchial cancer mortality among all people, underlying cause",56.3,55.2,57.4,Sex,Male
2015,2019,WA,Washington,"Invasive cancer (all sites combined) mortality among all people, underlying cause",174.1,172.2,176.0,Sex,Male
2016,2020,AK,Alaska,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.8,12.0,15.8,Sex,Female
2015,2019,VA,Virginia,"Invasive cancer (all sites combined), incidence",396.9,394.5,399.4,Sex,Female
2015,2019,ND,North Dakota,"Invasive cancer (all sites combined) mortality among all people, underlying cause",172.4,166.6,178.3,Sex,Male
2015,2019,MA,Massachusetts,"Lung and bronchial cancer mortality among all people, underlying cause",31.9,31.2,32.6,Sex,Female
2015,2019,VT,Vermont,"Lung and bronchial cancer mortality among all people, underlying cause",33.8,31.4,36.3,Sex,Female
2015,2019,NV,Nevada,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.8,16.9,18.8,Sex,Male
2015,2019,LA,Louisiana,"Cervical cancer mortality among all females, underlying cause",3.2,2.9,3.5,Sex,Female
2015,2019,IA,Iowa,"Invasive cancer (all sites combined), incidence",535.7,530.9,540.6,Sex,Male
2015,2019,KS,Kansas,"Invasive cancer (all sites combined), incidence",438.8,434.3,443.4,Sex,Female
2015,2019,TX,Texas,"Cervical cancer mortality among all females, underlying cause",2.8,2.7,3.0,Sex,Female
2016,2020,NH,New Hampshire,"Invasive cancer (all sites combined) mortality among all people, underlying cause",178.5,174.3,182.7,Sex,Male
2016,2020,DC,District of Columbia,"Invasive cancer (all sites combined), incidence",437.8,427.1,448.7,Sex,Male
2016,2020,AL,Alabama,"Lung and bronchial cancer mortality among all people, underlying cause",33.1,32.3,34.0,Sex,Female
2016,2020,GA,Georgia,"Invasive cancer (all sites combined), incidence",527.2,524.4,530.1,Sex,Male
2016,2020,MN,Minnesota,"Cervical cancer mortality among all females, underlying cause",1.2,1.0,1.4,Sex,Female
2016,2020,NV,Nevada,"Cervical cancer mortality among all females, underlying cause",2.4,2.1,2.8,Sex,Female
2015,2019,OK,Oklahoma,"Lung and bronchial cancer mortality among all people, underlying cause",60.6,59.1,62.1,Sex,Male
2015,2019,VT,Vermont,"Breast cancer mortality among all females, underlying cause",17.6,15.9,19.4,Sex,Female
2016,2020,MI,Michigan,"Invasive cancer (all sites combined) mortality among all people, underlying cause",139.6,138.4,140.9,Sex,Female
2015,2019,MA,Massachusetts,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.6,9.2,10.0,Sex,Female
2015,2019,ID,Idaho,"Invasive cancer (all sites combined) mortality among all people, underlying cause",174.7,170.8,178.7,Sex,Male
2016,2020,FL,Florida,"Lung and bronchial cancer mortality among all people, underlying cause",40.6,40.1,41.1,Sex,Male
2016,2020,MO,Missouri,"Lung and bronchial cancer mortality among all people, underlying cause",53.8,52.7,54.9,Sex,Male
2015,2019,IL,Illinois,"Invasive cancer (all sites combined), incidence",509.5,507.1,511.9,Sex,Male
2016,2020,MS,Mississippi,"Invasive cancer (all sites combined), incidence",412.6,408.3,416.8,Sex,Female
2016,2020,LA,Louisiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",140.6,138.7,142.6,Sex,Female
2015,2019,PA,Pennsylvania,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.0,11.7,12.3,Sex,Female
2016,2020,ME,Maine,"Invasive cancer (all sites combined), incidence",507.1,500.4,513.8,Sex,Male
2015,2019,IN,Indiana,"Invasive cancer (all sites combined), incidence",437.6,434.6,440.5,Sex,Female
2015,2019,WA,Washington,"Invasive cancer (all sites combined), incidence",429.8,427.0,432.6,Sex,Female
2015,2019,RI,Rhode Island,"Lung and bronchial cancer mortality among all people, underlying cause",35.3,33.4,37.2,Sex,Female
2016,2020,NM,New Mexico,"Breast cancer mortality among all females, underlying cause",19.9,18.8,21.0,Sex,Female
2015,2019,MT,Montana,"Lung and bronchial cancer mortality among all people, underlying cause",35.1,33.1,37.3,Sex,Male
2015,2019,IL,Illinois,"Breast cancer mortality among all females, underlying cause",20.9,20.4,21.3,Sex,Female
2015,2019,MA,Massachusetts,"Prostate cancer mortality among all males, underlying cause",18.2,17.6,18.9,Sex,Male
2016,2020,IA,Iowa,"Invasive cancer (all sites combined), incidence",453.1,448.7,457.5,Sex,Female
2016,2020,GA,Georgia,"Invasive cancer (all sites combined), incidence",418.2,415.9,420.5,Sex,Female
2016,2020,NE,Nebraska,"Lung and bronchial cancer mortality among all people, underlying cause",39.6,37.9,41.4,Sex,Male
2016,2020,MA,Massachusetts,"Invasive cancer (all sites combined) mortality among all people, underlying cause",123.1,121.7,124.6,Sex,Female
2015,2019,AK,Alaska,"Prostate cancer mortality among all males, underlying cause",19.1,16.5,21.9,Sex,Male
2016,2020,AK,Alaska,"Invasive cancer (all sites combined) mortality among all people, underlying cause",170.3,163.3,177.4,Sex,Male
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined) mortality among all people, underlying cause",214.4,211.5,217.3,Sex,Male
2015,2019,UT,Utah,"Invasive cancer (all sites combined) mortality among all people, underlying cause",142.8,139.8,146.0,Sex,Male
2016,2020,MS,Mississippi,"Invasive cancer (all sites combined) mortality among all people, underlying cause",225.9,222.5,229.3,Sex,Male
2016,2020,NE,Nebraska,"Invasive cancer (all sites combined) mortality among all people, underlying cause",175.6,172.0,179.3,Sex,Male
2016,2020,IL,Illinois,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.7,11.4,12.0,Sex,Female
2016,2020,NE,Nebraska,"Cervical cancer mortality among all females, underlying cause",2.1,1.7,2.5,Sex,Female
2016,2020,IN,Indiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.4,16.8,18.0,Sex,Male
2015,2019,GA,Georgia,"Lung and bronchial cancer mortality among all people, underlying cause",30.0,29.4,30.6,Sex,Female
2016,2020,FL,Florida,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.8,14.5,15.1,Sex,Male
2015,2019,OR,Oregon,"Prostate cancer mortality among all males, underlying cause",20.7,19.8,21.6,Sex,Male
2015,2019,VA,Virginia,"Breast cancer mortality among all females, underlying cause",20.9,20.3,21.5,Sex,Female
2016,2020,NV,Nevada,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.1,16.2,18.1,Sex,Male
2015,2019,PA,Pennsylvania,"Lung and bronchial cancer mortality among all people, underlying cause",47.9,47.2,48.6,Sex,Male
2015,2019,KY,Kentucky,"Prostate cancer mortality among all males, underlying cause",18.7,17.8,19.5,Sex,Male
2016,2020,MI,Michigan,"Lung and bronchial cancer mortality among all people, underlying cause",35.0,34.3,35.6,Sex,Female
2015,2019,KS,Kansas,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.7,15.8,17.6,Sex,Male
2015,2019,CO,Colorado,"Invasive cancer (all sites combined), incidence",388.9,385.8,392.1,Sex,Female
2015,2019,VA,Virginia,"Invasive cancer (all sites combined), incidence",447.2,444.4,450.0,Sex,Male
2015,2019,AK,Alaska,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.7,11.9,15.7,Sex,Female
2015,2019,VA,Virginia,"Lung and bronchial cancer mortality among all people, underlying cause",46.4,45.5,47.3,Sex,Male
2015,2019,AZ,Arizona,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.9,9.5,10.3,Sex,Female
2016,2020,FL,Florida,"Invasive cancer (all sites combined) mortality among all people, underlying cause",121.2,120.4,122.0,Sex,Female
2015,2019,WY,Wyoming,"Breast cancer mortality among all females, underlying cause",18.8,16.8,21.1,Sex,Female
2015,2019,LA,Louisiana,"Lung and bronchial cancer mortality among all people, underlying cause",59.0,57.6,60.4,Sex,Male
2016,2020,NH,New Hampshire,"Breast cancer mortality among all females, underlying cause",18.0,16.8,19.3,Sex,Female
2015,2019,WI,Wisconsin,"Invasive cancer (all sites combined), incidence",517.1,513.6,520.6,Sex,Male
2016,2020,MS,Mississippi,"Breast cancer mortality among all females, underlying cause",23.5,22.5,24.5,Sex,Female
2016,2020,NE,Nebraska,"Invasive cancer (all sites combined) mortality among all people, underlying cause",132.2,129.3,135.1,Sex,Female
2015,2019,TN,Tennessee,"Invasive cancer (all sites combined), incidence",527.8,524.5,531.2,Sex,Male
2015,2019,NC,North Carolina,"Invasive cancer (all sites combined), incidence",528.7,526.0,531.5,Sex,Male
2016,2020,HI,Hawaii,"Cervical cancer mortality among all females, underlying cause",1.7,1.4,2.2,Sex,Female
2016,2020,LA,Louisiana,"Lung and bronchial cancer mortality among all people, underlying cause",56.4,55.0,57.8,Sex,Male
2015,2019,KY,Kentucky,"Invasive cancer (all sites combined) mortality among all people, underlying cause",157.4,155.4,159.5,Sex,Female
2015,2019,NE,Nebraska,"Invasive cancer (all sites combined), incidence",445.2,439.5,450.9,Sex,Female
2015,2019,TN,Tennessee,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",18.1,17.4,18.7,Sex,Male
2016,2020,NE,Nebraska,"Invasive cancer (all sites combined), incidence",432.6,427.0,438.2,Sex,Female
2015,2019,CO,Colorado,"Breast cancer mortality among all females, underlying cause",18.7,18.1,19.4,Sex,Female
2016,2020,AZ,Arizona,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.6,14.1,15.1,Sex,Male
2015,2019,LA,Louisiana,"Prostate cancer mortality among all males, underlying cause",20.0,19.1,20.9,Sex,Male
2015,2019,ME,Maine,"Prostate cancer mortality among all males, underlying cause",19.2,17.9,20.6,Sex,Male
2015,2019,KY,Kentucky,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",19.4,18.6,20.3,Sex,Male
2015,2019,CT,Connecticut,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",8.8,8.3,9.3,Sex,Female
2015,2019,TX,Texas,"Prostate cancer mortality among all males, underlying cause",17.7,17.3,18.1,Sex,Male
2015,2019,SD,South Dakota,"Invasive cancer (all sites combined), incidence",501.0,492.1,510.1,Sex,Male
2015,2019,WA,Washington,"Invasive cancer (all sites combined) mortality among all people, underlying cause",131.0,129.5,132.5,Sex,Female
2015,2019,NV,Nevada,"Cervical cancer mortality among all females, underlying cause",2.6,2.2,3.0,Sex,Female
2015,2019,OK,Oklahoma,"Cervical cancer mortality among all females, underlying cause",3.5,3.1,3.8,Sex,Female
2016,2020,FL,Florida,"Prostate cancer mortality among all males, underlying cause",16.1,15.8,16.4,Sex,Male
2015,2019,MI,Michigan,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.5,11.1,11.9,Sex,Female
2016,2020,KY,Kentucky,"Invasive cancer (all sites combined), incidence",548.3,544.1,552.5,Sex,Male
2015,2019,MA,Massachusetts,"Cervical cancer mortality among all females, underlying cause",1.1,1.0,1.3,Sex,Female
2015,2019,WY,Wyoming,"Lung and bronchial cancer mortality among all people, underlying cause",33.6,30.8,36.6,Sex,Male
2016,2020,ID,Idaho,"Invasive cancer (all sites combined), incidence",412.1,406.4,417.8,Sex,Female
2015,2019,AZ,Arizona,"Invasive cancer (all sites combined), incidence",371.8,369.2,374.5,Sex,Female
2016,2020,DE,Delaware,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.6,14.1,17.1,Sex,Male
2016,2020,MS,Mississippi,"Lung and bronchial cancer mortality among all people, underlying cause",67.0,65.2,68.9,Sex,Male
2015,2019,NH,New Hampshire,"Cervical cancer mortality among all females, underlying cause",1.5,1.2,2.0,Sex,Female
2015,2019,UT,Utah,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.8,9.0,10.5,Sex,Female
2015,2019,AR,Arkansas,"Invasive cancer (all sites combined), incidence",436.7,432.4,441.1,Sex,Female
2016,2020,IN,Indiana,"Prostate cancer mortality among all males, underlying cause",19.5,18.9,20.3,Sex,Male
2016,2020,NJ,New Jersey,"Invasive cancer (all sites combined) mortality among all people, underlying cause",126.4,125.2,127.7,Sex,Female
2015,2019,NC,North Carolina,"Breast cancer mortality among all females, underlying cause",20.5,20.0,21.0,Sex,Female
2015,2019,WA,Washington,"Breast cancer mortality among all females, underlying cause",19.5,18.9,20.1,Sex,Female
2015,2019,IA,Iowa,"Lung and bronchial cancer mortality among all people, underlying cause",48.8,47.3,50.3,Sex,Male
2016,2020,DC,District of Columbia,"Lung and bronchial cancer mortality among all people, underlying cause",22.4,20.3,24.7,Sex,Female
2015,2019,MS,Mississippi,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",21.9,20.8,23.0,Sex,Male
2015,2019,MD,Maryland,"Cervical cancer mortality among all females, underlying cause",2.0,1.8,2.2,Sex,Female
2015,2019,SC,South Carolina,"Lung and bronchial cancer mortality among all people, underlying cause",53.1,51.9,54.3,Sex,Male
2016,2020,IA,Iowa,"Invasive cancer (all sites combined) mortality among all people, underlying cause",131.4,129.2,133.6,Sex,Female
2015,2019,IL,Illinois,"Invasive cancer (all sites combined) mortality among all people, underlying cause",187.8,186.3,189.4,Sex,Male
2015,2019,ID,Idaho,"Lung and bronchial cancer mortality among all people, underlying cause",27.0,25.6,28.5,Sex,Female
2015,2019,MA,Massachusetts,"Invasive cancer (all sites combined), incidence",496.5,493.3,499.7,Sex,Male
2015,2019,VT,Vermont,"Invasive cancer (all sites combined), incidence",484.4,474.5,494.5,Sex,Male
2015,2019,SD,South Dakota,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.5,15.9,19.3,Sex,Male
2016,2020,AR,Arkansas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",206.5,203.4,209.6,Sex,Male
2016,2020,NE,Nebraska,"Lung and bronchial cancer mortality among all people, underlying cause",29.3,28.0,30.7,Sex,Female
2015,2019,AK,Alaska,"Breast cancer mortality among all females, underlying cause",17.8,15.8,19.9,Sex,Female
2015,2019,NJ,New Jersey,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.0,15.5,16.5,Sex,Male
2015,2019,NV,Nevada,"Invasive cancer (all sites combined), incidence",404.7,400.3,409.1,Sex,Male
2016,2020,NE,Nebraska,"Prostate cancer mortality among all males, underlying cause",18.1,16.9,19.3,Sex,Male
2016,2020,AR,Arkansas,"Lung and bronchial cancer mortality among all people, underlying cause",61.0,59.3,62.7,Sex,Male
2016,2020,LA,Louisiana,"Breast cancer mortality among all females, underlying cause",22.4,21.6,23.1,Sex,Female
2015,2019,TX,Texas,"Lung and bronchial cancer mortality among all people, underlying cause",26.0,25.7,26.4,Sex,Female
2015,2019,IN,Indiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",205.6,203.4,207.8,Sex,Male
2015,2019,NM,New Mexico,"Invasive cancer (all sites combined) mortality among all people, underlying cause",162.4,159.1,165.7,Sex,Male
2015,2019,CA,California,"Cervical cancer mortality among all females, underlying cause",2.2,2.1,2.3,Sex,Female
2015,2019,FL,Florida,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.6,10.4,10.8,Sex,Female
2015,2019,MT,Montana,"Invasive cancer (all sites combined), incidence",438.7,431.4,446.2,Sex,Female
2015,2019,DE,Delaware,"Lung and bronchial cancer mortality among all people, underlying cause",34.7,32.8,36.7,Sex,Female
2015,2019,ME,Maine,"Invasive cancer (all sites combined) mortality among all people, underlying cause",144.9,141.6,148.3,Sex,Female
2015,2019,KY,Kentucky,"Breast cancer mortality among all females, underlying cause",21.2,20.5,22.0,Sex,Female
2016,2020,MD,Maryland,"Breast cancer mortality among all females, underlying cause",21.0,20.3,21.6,Sex,Female
2015,2019,NC,North Carolina,"Lung and bronchial cancer mortality among all people, underlying cause",53.4,52.6,54.3,Sex,Male
2016,2020,CA,California,"Cervical cancer mortality among all females, underlying cause",2.2,2.1,2.3,Sex,Female
2015,2019,SC,South Carolina,"Breast cancer mortality among all females, underlying cause",21.2,20.5,21.9,Sex,Female
2016,2020,DE,Delaware,"Lung and bronchial cancer mortality among all people, underlying cause",33.1,31.3,35.1,Sex,Female
2015,2019,MO,Missouri,"Breast cancer mortality among all females, underlying cause",20.3,19.7,21.0,Sex,Female
2016,2020,CT,Connecticut,"Invasive cancer (all sites combined) mortality among all people, underlying cause",118.2,116.4,120.1,Sex,Female
2016,2020,NJ,New Jersey,"Cervical cancer mortality among all females, underlying cause",2.0,1.9,2.2,Sex,Female
2016,2020,DC,District of Columbia,"Breast cancer mortality among all females, underlying cause",23.5,21.3,25.8,Sex,Female
2015,2019,OR,Oregon,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,13.7,15.1,Sex,Male
2015,2019,GA,Georgia,"Prostate cancer mortality among all males, underlying cause",21.4,20.8,22.1,Sex,Male
2015,2019,WY,Wyoming,"Invasive cancer (all sites combined), incidence",385.7,376.1,395.5,Sex,Female
2016,2020,DC,District of Columbia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.4,10.9,14.1,Sex,Female
2016,2020,NE,Nebraska,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.2,11.3,13.1,Sex,Female
2015,2019,CO,Colorado,"Invasive cancer (all sites combined) mortality among all people, underlying cause",114.6,112.9,116.3,Sex,Female
2015,2019,SC,South Carolina,"Invasive cancer (all sites combined) mortality among all people, underlying cause",134.2,132.4,135.9,Sex,Female
2015,2019,MA,Massachusetts,"Invasive cancer (all sites combined) mortality among all people, underlying cause",126.8,125.4,128.3,Sex,Female
2016,2020,AK,Alaska,"Cervical cancer mortality among all females, underlying cause",1.7,1.1,2.4,Sex,Female
2016,2020,IA,Iowa,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.4,10.8,12.1,Sex,Female
2016,2020,KS,Kansas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",134.9,132.6,137.3,Sex,Female
2016,2020,IL,Illinois,"Prostate cancer mortality among all males, underlying cause",19.5,19.0,20.0,Sex,Male
2016,2020,LA,Louisiana,"Invasive cancer (all sites combined), incidence",546.3,542.1,550.5,Sex,Male
2016,2020,ID,Idaho,"Lung and bronchial cancer mortality among all people, underlying cause",25.5,24.1,26.9,Sex,Female
2016,2020,IN,Indiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",142.2,140.6,143.8,Sex,Female
2015,2019,KS,Kansas,"Cervical cancer mortality among all females, underlying cause",2.5,2.1,2.9,Sex,Female
2015,2019,TN,Tennessee,"Lung and bronchial cancer mortality among all people, underlying cause",62.7,61.6,63.9,Sex,Male
2015,2019,AZ,Arizona,"Invasive cancer (all sites combined) mortality among all people, underlying cause",158.7,156.9,160.4,Sex,Male
2015,2019,MO,Missouri,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.4,16.7,18.0,Sex,Male
2016,2020,AK,Alaska,"Invasive cancer (all sites combined), incidence",405.1,395.5,414.8,Sex,Female
2016,2020,MD,Maryland,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.3,10.9,11.8,Sex,Female
2015,2019,MT,Montana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",171.7,167.1,176.3,Sex,Male
2015,2019,DC,District of Columbia,"Lung and bronchial cancer mortality among all people, underlying cause",23.1,21.0,25.4,Sex,Female
2015,2019,HI,Hawaii,"Invasive cancer (all sites combined), incidence",439.5,433.1,446.0,Sex,Male
2016,2020,NV,Nevada,"Breast cancer mortality among all females, underlying cause",21.8,20.8,22.8,Sex,Female
2015,2019,WY,Wyoming,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.4,11.7,15.4,Sex,Male
2016,2020,MO,Missouri,"Invasive cancer (all sites combined), incidence",481.0,477.8,484.3,Sex,Male
2016,2020,IL,Illinois,"Invasive cancer (all sites combined), incidence",436.5,434.4,438.6,Sex,Female
2016,2020,NV,Nevada,"Lung and bronchial cancer mortality among all people, underlying cause",32.8,31.6,34.0,Sex,Female
2015,2019,NC,North Carolina,"Invasive cancer (all sites combined) mortality among all people, underlying cause",192.5,190.8,194.2,Sex,Male
2016,2020,FL,Florida,"Cervical cancer mortality among all females, underlying cause",2.7,2.5,2.8,Sex,Female
2016,2020,MD,Maryland,"Invasive cancer (all sites combined) mortality among all people, underlying cause",130.6,129.0,132.2,Sex,Female
2015,2019,WA,Washington,"Prostate cancer mortality among all males, underlying cause",20.2,19.6,20.9,Sex,Male
2015,2019,SD,South Dakota,"Invasive cancer (all sites combined), incidence",437.4,429.1,445.9,Sex,Female
2016,2020,ME,Maine,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.5,10.6,12.4,Sex,Female
2015,2019,AK,Alaska,"Invasive cancer (all sites combined), incidence",447.7,437.1,458.5,Sex,Male
2016,2020,MO,Missouri,"Cervical cancer mortality among all females, underlying cause",2.4,2.2,2.7,Sex,Female
2016,2020,NJ,New Jersey,"Breast cancer mortality among all females, underlying cause",20.3,19.8,20.8,Sex,Female
2015,2019,RI,Rhode Island,"Invasive cancer (all sites combined), incidence",460.9,453.6,468.4,Sex,Female
2015,2019,WV,West Virginia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",19.9,18.8,21.2,Sex,Male
2015,2019,SC,South Carolina,"Cervical cancer mortality among all females, underlying cause",2.4,2.1,2.7,Sex,Female
